name,ingredients,preparation
MALA RABIA I,"12 plátanos de la isla bien maduros,2 cucharadas de azúcar,¼ de taza de aceite,1 cebolla picada,150 g (5 ½ oz) de queso fresco desmenuzado,Ají amarillo,Leche fresca"," Colocar en una olla los plátanos con cáscara, azúcar y agua. Cocinar hasta que los plátanos empiecen a reventar. Retirar del fuego y pelar los plátanos. Aplastarlos con un tenedor, retirando la parte central del plátano. Mezclar bien agregando la cantidad de leche necesaria para obtener un puré espeso.
Calentar el aceite en una olla y dorar la cebolla con el ají. Cuando esté cocido agregar al puré de plátanos y el queso fresco. Dejar que hierva unos minutos y retirar del fuego.
Servir inmediatamente con un encebollado caliente y arroz
Encebollado: Freír en aceite caliente ajo picado. Agregar luego cebollas cortadas a la juliana y ají amarillo molido. Cocinar hasta que la cebolla esté tierna. Servir.
Decorar con huevo cocido y aceitunas.
Receta del libro Cocina Peruana de la Sra. Teresa Ocampo"
MAJADO DE YUCA,"1 k de yuca,500 g de carne de cerdo, cortada en trozos en trozos de 2 cms,½ taza de aceite vegetal (puede ser manteca de cerdo),2 cebollas medianas rojas, cortadas en cuadritos,2 ajíes amarillos, sin semilla ni venas, finamente picados,2 tomates, pelados, sin semillas, rallados,1 cucharada de vinagre,Sal,Pimienta"," Cocinar la yuca en agua con sal hasta que esté bien suave. 
Sazonar la carne de cerdo con sal y colocarla en una olla. Verter agua hasta que cubra los trozos y llevar al fuego. Hervir hasta que el agua se evapore y la carne se fría en su propia grasa.
Calentar el aceite en una sartén y freír la cebolla, los ajos y el ají. Agregar los tomates rallado y el vinagre y dejar que se evapore. Agregar la carne de chicharrón picada y mezclar bien. Sazonar. 
Aplastar o majar la yuca cocida toscamente con un tenedor y mezclar con la preparación anterior. Rectificar la sazón.
Servir con salsa de cebolla, cancha tostada o chifles.
"
LOCRO DE ZAPALLO,"1 ½ k (3.306 lb) zapallo macre, pelado y cortado en trozos,1/3 taza de aceite,1 cebolla mediana finamente picada,2 dientes de ajo molido,2 cucharaditas,1 cucharadita orégano,¾ taza arvejas,3 papas blancas, peladas y cortadas en trozos,2 choclos tiernos cortados en rodajas,½ taza de leche evaporada,¾ taza de queso fresco en cuadritos,3 aceitunas, sin pepa, partidas por la mitad,Sal,Pimienta"," Calentar el aceite en una olla y preparar un aderezo con la cebolla, los ajos, el ají molido y el orégano. Cocinar unos minutos y agregar el zapallo, las arvejas, las papas y los choclos.
Tapar olla, y cocinar a fuego lento hasta que los ingredientes estén cocidos.
Añadir la leche, y el queso fresco. Mezclar y sazonar. Retirar.
Servir con trozos de queso fresco y aceitunas. Acompañar con arroz blanco.

Sugerencia para la lonchera:
Si se desea congelar el locro para poderlo usar en varias oportunidades en la lonchera, prepararlo de la misma manera con la diferencia que el choclo se añadirá desgranado junto con las arvejas y la leche y no se dejarán que se cocinen completamente. Retirar el locro del fuego unos minutos antes de que éstos estén cocidos y rectificar la sazón. Dejar que se enfríe completamente y luego congelar en porciones.

El día anterior pasar lo que se va a necesitar al refrigerador. Calentar a fuego lento y agregar el queso fresco y las papas (éstas no se pueden congelar)
Calorías 166
Proteínas 6.43 gr.
Grasas 4.88 gr.
Carbohidratos 30.63 gr.
"
LENTEJAS CON MACA,"500 g (1 lb 2 oz) de lentejas, cocidas,1 ají amarillo, sin semillas ni venas, finamente picado,2 lomitos de cerdo. cortado en trozos,1 cebolla, finamente picada,4 dientes de ajo, pelados y picados,Aceite,5 cucharaditas de polvo de Maca,Sal,Pimienta"," Calentar aceite en una sartén y dorar los lomitos de cerdo. Cuando estén cocidos retirarlos y agregar la cebolla picada, el ajo y el ají. Cocinar moviendo hasta que la cebolla esté cocida.

Agregar nuevamente los trozos de carne y las lentejas. Cocinar unos minutos más. Antes de retirar la sartén del fuego agregar el polvo de Maca disuelto en un poco de agua y mezclar."
HUMITAS DE GARBANZOS ,"½ k (1 lb) de garbanzos remojados en agua desde el día anterior,4 a 5 cucharadas de manteca o aceite,3 cucharadas de culantro molido,1 diente de ajo, finamente picado,Sal,Pimienta,½ pechuga de pollo cocida o carne de cerdo cocida, en trozos,4 aceitunas negras, sin semilla, cortada en gajos pequeños,2 huevos cocidos y en trozos medianos,1 a 2,50 g de queso fresco en tiras delgadas,Pancas de choclo pasadas por agua hirviendo para suavizarlas"," Cocinar los garbanzos en agua hirviendo hasta que estén suaves(1½ a 2 horas aproximadamente). Escurrir y guardar el líquido de cocción. Licuar o procesar los garbanzos con el suficiente líquido de cocción como para que quede una pasta. Pasar por un colador.
Debe quedar como una pasta suave.
Calentar 2 a 3 cucharadas de manteca o aceite en una sartén. Agregar el ajo y el culantro molido. Sazonar con sal y pimienta. Añadir el puré de garbanzos y cocinar, moviendo hasta que la mezcla se seque y se vea el fondo de la sartén. La mezcla debe unirse y desprenderse de los costados; esto toma cerca de 25 minutos aproximadamente. Retirar del fuego y separar. Rectificar la sazón.
Juntar 2 pancas de choclo a lo largo, sobreponiéndolas ligeramente y colocar 1 panca atravesándolas en el medio. Colocar 1 a 2 cucharadas de la mezcla de garbanzos, aproximadamente en el centro de las pancas. Colocar encima de la mezcla un trozo de pollo, de aceituna, huevo cocido, una tira de ají y de queso fresco. Cubrir con la mezcla de garbanzos y cerrar las pancas formando un paquete. Atar con cuidado. 
Acomodar los tamales en el fondo de una olla con muy poca agua y llevar a hervir por 20 minutos, a fuego lento.
Retirar de la olla, abrir los tamalitos y servirlos con salsa de cebolla.
Calorías 330
Proteínas 18.48 gr.
Grasas 11.78 gr.
Carbohidratos 39.14 gr.
"
HAMBURGUESAS DE QUINUA CON SABOR A PIZZA,"½ k (1.2 lb) de quinua, remojada en agua desde el día anterior,4 huevos,1 taza de harina,2 dientes de ajo, finamente picados,1/3 de taza de cebolla, finamente picada,Ají molido, al gusto,2 cucharadas de aceite, aproximadamente,12 tajadas de queso edam o similar,Salchichas hot dog, cortada en rodajas delgadas,50 g 1 ¾ oz de aceitunas negras sin pepas, cortadas en tiras,1 pimiento, sin semillas ni venas, cortado en tiras delgadas,Sal,Orégano, en polvo,Ají no moto,Pimienta"," Escurrir bien la quinua y secar. Calentar el aceite en una sartén y agregar la cebolla. Dejar cocinar hasta que se ponga suave y agregar los ajos y el ají. Agregar la quinua y cocinar, moviendo, hasta que esté cocida. Pasar todo por un colador a un recipiente y mezclar con los huevos, ligeramente batidos. Agregar la cantidad de harina necesaria hasta formar una masa espesa. Formar, con esta mezcla las hamburguesas.

Calentar aceite en una sartén y freír las hamburguesas a fuego lento. Retirarlas de la sartén y colocarlas sobre papel absorbente para eliminar la grasa. (Hasta este punto se pueden congelar individualmente debidamente embolsadas).

Colocar encima de cada hamburguesas (las que se van a consumir) 1 tajada de queso edam, 4 ó 5 rodajas de salchicha hot dog, 3 tiras de pimiento, tiras de aceituna. Espolvorear orégano y ají no moto encima. Antes de servir, llevar al horno previamente calentado hasta que la hamburguesa se caliente y el queso se derrita ligeramente.

Se puede acompañar con arroz y puré de papa o con papas doradas.
"
FREJOLES NEGROS EN SALSA DE NUECES ,"1 k (2.2 lb) frejoles negros remojados previamente en agua (8 horas) y cocidos,½ k (1.1 lb) nueces molidas,½ taza de leche,8,½ k (1.1 lb) jamón inglés picado,2 dientes de ajo tostado y molido,4 cebollas tostadas o molidas,½ a 1 taza de aceite, aproximadamente,¼ k tocino frito y picado,1 huevo cocido para decorar,Orégano,Sal,Pimienta"," Licuar o procesar los frejoles cocidos. Pasarlos por un colador para obtener un puré suave. Separar.
Poner las cebollas cortadas en 8 con los ajos en un molde para horno. Llevar al horno (300º F, 175º C) hasta que se doren.
Aparte, freir el tocino en trozos pequeños hasta que estén crocantes. Sacar y escurrir en papel absorbente.
En la misma grasa echar ½ taza de aceite e incorporar las cebollas y ajo procesados, las nueces, jamón, orégano, sal, pimienta y la mitad del ají. Incorporar jamón y tocino. Añadir más aceite conforme sea necesario. Mezclar bien.
Colocar la mitad de esta mezcla en una olla y añadir los frejoles colados.
Cocinar batiendo con cuchara de palo e ir echando leche hasta lograr la consistencia deseada, agregando un poco más de leche si fuera necesario. Sazonar y agregar el ají al gusto.
Una vez listo servir en una fuente y poner encima la otra mitad de la salsa y el huevo cocido rallado o pasado por colador.
Servir acompañado de arroz blanco.
Procedimiento para moler el ají mirasol:
El ají mirasol debe remojarse en agua fría por 5 horas. Luego cortar y sacar las pepas y venas. Hervir con agua durante 2 horas, cambiando de agua cada hora para quitar el picante fuerte. Luego licuar el ají con el aceite necesario para hacer un puré.
Calorías 902
Proteínas 39.86 gr.
Grasas 51.26 gr.
Carbohidratos 73.9 gr.
"
FREJOLES GRATINADOS ,"500 g frejoles castilla,2 cebollas picadas,1 cucharada de,1 cucharada de,3/4 de taza de aceite,2 dientes de ajo triturados,10 tajadas de tocino,1/4 de taza de azúcar rubia,¼ taza de ketchup (salsa de tomate),½ taza de crutones (pan frito en dados),Sal,Pimienta,Perejil picado para decoración"," Remojar los frejoles desde la noche anterior y cocinarlos en abundante agua.
Procesar (machacar) la mitad de los frejoles.
Dorar en aceite: cebolla picada, ajo y ajíes.
Aparte freir el tocino y una vez crocante, picarlo. Separar.
A la grasa del tocino agregar el azúcar rubia, ketchup, los frejoles (enteros y machacados) y la mitad del tocino frito.
Mezclar bien y hervir unos minutos. Sazonar.
Verter mezcla en una fuente para horno.
Cubrir con el resto de tocino frito, crutones y perejil picado.
Llevar al horno a gratinar.
Acompañar con arroz blanco.

Calorías 816
Proteínas 24.72 gr.
Grasas 46.23 gr.
Carbohidratos 79.17 gr.
"
FREJOLES ESCABECHADOS ,"1k (2 lb 4 oz) de frijol canario cocido,4 lonjas de tocino en trocitos,2 cucharadas de,2 cucharadas de pasta de tomate,2 cucharaditas de ajos molidos,Sal,Pimienta,½ k (1 lb 2 oz) de cebolla en rodajas gruesas,1/3 de taza de aceite,1 cucharadita de ajos,Sal,Pimienta,Comino,2,Ají amarillo fresco molido, al gusto,Orégano,¾ de taza de vinagre,5 cucharadas (aprox.) de queso parmesano,3 tazas de leche,6 cucharadas de mantequilla,6 cucharadas de harina,Sal,Pimienta"," Cocinar los frijoles. Cuando estén cocidos, separar la mitad y licuar el resto formando un puré. Freír el tocino en una olla y agregarle el ají panca, los ajos y la pasta de tomate.
Sazonar y unir a los frijoles enteros. Mezclar.
Salsa de Escabeche:En una sartén calentar el aceite y agregar las cebollas, ajos, comino y orégano. Sazonar y agregar el ají molido, el ají en tiras y el vinagre. Llevar a hervir unos minutos.
La cebolla debe quedar crocante. Mezclar todo, incluyendo el puré de frijoles y la salsa blanca. Rectificar la sazón.Añadir el queso parmesano al gusto y servir acompañado con arroz blanco.
Salsa Bechamel:Derretir la mantequilla en una olla mediana. Agregar la harina y mezclar moviendo para que no se formen grumos. Retirar del fuego y agregar gradualmente la leche. 
Seguir moviendo y regresar al fuego. Llevar a hervir, siempre moviendo, hasta que la salsa espese. Sazonar. 

Calorías 623
Proteínas 27.65 gr.
Grasas 36.09 gr.
Carbohidratos 66.27 gr.
"
FREJOLES DULCES CON CHANCACA,"1 k (2.4 lb) de frejoles negros o rojos, remojados en agua desde la noche anterior,200 g (7 oz) de tocino, cortado en trozos,1 cebolla grande, picada,1 cucharada de ajo molido o finamente picado,1 cucharada de ají molido,2 clavos de olor,Sal,Pimienta,1 k (2 lb 4 oz) de carne de cerdo, cortada en trozos medianos,½ tapa de chancaca, aproximadamente,½ taza de ketchup,2 hojas de laurel"," Escurrir los frijoles y colocarlos en una olla. Agregar la mitad del tocino y cubrirlos con agua. Cocinarlos a fuego medio hasta que estén tiernos. Escurrir.
Freír el resto del tocino en una sartén hasta que esté dorado. Retirar el tocino. Colocar la grasa del tocino en una olla y agregar la cebolla . Freír hasta que esté tierna y agregar los ajos molidos, al ají molido, los clavos de olor, las hojas de laurel, sal y pimienta. Cocinar y agregar la carne de cerdo. Cuando la carne esté prácticamente cocida, agregar los frijoles y la chancaca y dejar que ésta última se derrita. Luego agregar el ketchup. Sazonar con sal y pimienta. Retirar las hojas de laurel y los clavos de olor.
Servir.
"
FREJOLES BATIDOS,"1 k de frijol canario, remojados en agua desde la víspera,250 g (9 oz) de papada de cerdo, cortada en trozos *,100 g (3 ½ oz) de carne de cerdo, cortada en trozos,250 g (9 oz) de cebolla,4 dientes de ajo, pelados y triturados,Sal,Pimienta,Comino molido,½ taza de aceite de oliva,2 ajíes mirasol, lavados y sin semillas,3 cucharadas de semillas de ajonjolí (sésamo), tostadas,* Se puede reemplazar con trozos de tocino"," Cocinar los frijoles en agua. 
Mientras se cocinan, colocar la papada de cerdo y la carne de cerdo en trozos y freírla. Agregar los ajos triturados, la cebolla y cocinar hasta que comiencen a dorarse. Sazonar con sal, pimienta y comino y agregar a los frejoles. Soasar los ajíes en la sartén y agregarlos a los frejoles. Continuar cocinando los frejoles hasta que estén cocidos y blandos.
Retirar la carne de cerdo y colocarla en la licuadora con la tercera parte de los frejoles. Licuar y regresarlos a la olla. Agregar ¼ de taza del aceite de oliva. Mover, batiendo, con una cuchara de madera. 
Rectificar la sazón. 
Para servir, espolvorear encima semillas de ajonjolí tostado y rociar con el resto de aceite de oliva.
Calorías 729
Proteínas 34.33 gr.
Grasas 31.16 gr.
Carbohidratos 80.26 gr.
"
CHAUFA DE QUINUA,"½ kilo de quinua,1 ½ litro de caldo de pollo aromatizado con 1 tronco de kion y sal,3 cucharadas de aceite vegetal,1 cucharada de aceite de ajonjolí,2 cucharadas de kion pelado y picado,¼ cucharada de sal,¾ de taza de choclo desgranado crudo,½ pechuga de pollo sin piel cortada en tiras,2 salchichas chinas en rodajas gruesas,2 dientes de ajo picaditos,3 cucharadas de salsa de ostión,½ taza de cebollita china picada y lavada,7 cucharadas de sillau,1 pimiento rojo y 1 amarillo soasados y cortados en cubo,1 ají amarillo hervido (que debe estar pelado y cortado en cubos),Sal y Una pizca de Ajinomoto,4 huevos,50 g de tocino picadito,50 g de salchicha china molida,1 tronco de kion,3 cucharadas de salsa de ostión,¾ taza de caldo de pollo concentrado,1 ½ cucharada de maicena diluida en ¼ taza de caldo,4 cabezas enteras de cebolla china,4 unidades de holantao","ArrozEscoja y lave varias veces la quinua y deje secar antes de volcarla en 1 ½ litro de caldo de pollo aromatizado con 1 tronco de kion y sal. 
Cocine por espacio de 10 a 12 minutos, hasta que la quinua esté al dente. Cuele de inmediato y estírela sobre un asador. Espere que enfríe y listo. Con el líquido puede preparar una sopa fuchifu espectacular.
Prepare los chaufa de quinua de dos en dos. En una sartén grande o en un wok (sartén china), vierta el aceite vegetal y de ajonjolí. Allí, guise el kion pelado y picado, con sal y el choclo desgranado crudo.
Después de que se cocine, incluya el pollo cortado en tiras, las salchichas chinas y los dientes de ajo picaditos. Cocine a fuego lento. Cuando dore, agregue la salsa de ostión y la cebollita china picada y lavada. En seguida, añada un chorrito de caldo y la mitad de la quinua graneada. Saltee y sazone con sillau. Agregue los pimientos, el ají amarillo hervido sal y una pizca de ajinomoto. 

Integre 1 tortilla elaborada con los 4 huevos y picada en cubos.
Sirva armoniosamente y acompañe con salsa china dos sabores.
Nota: cuando prepare tortilla, una las yemas rotas con la clara, sin batir por mucho tiempo. Sazone con sal y fría en sartén pequeña con 1 trozo de mantequilla y gotas de aceite. De esta manera, resulta una tortilla esponjosa y de aspecto brillante.
Salsa China dos saboresEn una sartén, fría el tocino con la salchicha china, kion, salsa de ostión y caldo de pollo concentrado. Deje hervir durante 2 minutos antes de espesar con ayuda de la maicena diluida en caldo. Baje el fuego y agregue las cabezas enteras de cebolla china y el unidades de holantao. Cocine unos 2 minutos y listo.

Calorías 963
Proteínas 42 gr.
Grasas 41 gr.
Carbohidratos 106 gr.

Colaboración de Don Cucho La Rosa

El aceite de ajonjolí se consigue en cualquier mercado o bodega. Me gusta emplear el aceite más denso y oscuro, que está elaborado con semillas de ajonjolí tostado. También existen variedades de aceites aromatizados con picante y otras especies. El aceite de ajonjolí mezclado con aromáticos no sirve para freír, pues se quema rápidamente.
La salsa de ostión u ostras se consigue en dos variedades: estándar y premium. Esta salsa de color oscuro y espesa es muy utilizada por la cocina oriental. Sazona muy bien arroces, tallarines, carnes al horno, chicharrones y, en esta ocasión, la quinua graneada. Le recomiendo emplear la marca Lee Kun Kee.
Las salchichas chinas deben adquirirse frescas para que se puedan morder suavemente; de lo contrario, tendrá que cocinarlas en un caldo para suavizarlas. Estas salchichas son curadas y secadas al aire; su color rojizo está matizado con blancos de grasa.
"
